Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
images.get_shape()
(128, 24, 24, 3)
conv1.get_shape()
(128, 24, 24, 64)
pool1.get_shape()
(128, 12, 12, 64)
norm1.get_shape()
(128, 12, 12, 64)
conv2.get_shape()
(128, 12, 12, 64)
norm2.get_shape()
(128, 12, 12, 64)
2018-03-22 11:32:37.140160: step 0, loss = 4.67 (178.0 examples/sec; 0.719 sec/batch)
2018-03-22 11:34:25.199956: step 200, loss = 3.78 (268.5 examples/sec; 0.477 sec/batch)
2018-03-22 11:34:30.874968: step 210, loss = 3.74 (225.5 examples/sec; 0.568 sec/batch)
2018-03-22 11:34:35.766400: step 220, loss = 3.61 (261.7 examples/sec; 0.489 sec/batch)
2018-03-22 11:34:41.049485: step 230, loss = 3.79 (242.3 examples/sec; 0.528 sec/batch)
2018-03-22 11:34:45.732003: step 240, loss = 3.75 (273.4 examples/sec; 0.468 sec/batch)
2018-03-22 11:34:51.013311: step 250, loss = 3.68 (242.4 examples/sec; 0.528 sec/batch)
2018-03-22 11:34:55.849416: step 260, loss = 3.71 (264.7 examples/sec; 0.484 sec/batch)
2018-03-22 11:35:00.407956: step 270, loss = 3.64 (280.8 examples/sec; 0.456 sec/batch)
2018-03-22 11:35:04.781405: step 280, loss = 3.59 (292.7 examples/sec; 0.437 sec/batch)
2018-03-22 11:35:10.045332: step 290, loss = 3.49 (243.2 examples/sec; 0.526 sec/batch)
2018-03-22 11:35:15.701255: step 300, loss = 3.58 (226.3 examples/sec; 0.566 sec/batch)
2018-03-22 11:35:20.999292: step 310, loss = 3.74 (241.6 examples/sec; 0.530 sec/batch)
2018-03-22 11:35:26.468683: step 320, loss = 3.47 (234.0 examples/sec; 0.547 sec/batch)
2018-03-22 11:35:31.574225: step 330, loss = 3.46 (250.7 examples/sec; 0.511 sec/batch)
2018-03-22 11:35:36.425938: step 340, loss = 3.54 (263.8 examples/sec; 0.485 sec/batch)
2018-03-22 11:35:41.759404: step 350, loss = 3.42 (240.0 examples/sec; 0.533 sec/batch)
2018-03-22 11:35:46.769452: step 360, loss = 3.45 (255.5 examples/sec; 0.501 sec/batch)
2018-03-22 11:35:52.326378: step 370, loss = 3.48 (230.3 examples/sec; 0.556 sec/batch)
2018-03-22 11:35:57.155102: step 380, loss = 3.37 (265.1 examples/sec; 0.483 sec/batch)
2018-03-22 11:36:02.467450: step 390, loss = 3.41 (240.9 examples/sec; 0.531 sec/batch)
2018-03-22 11:36:08.023885: step 400, loss = 3.31 (230.4 examples/sec; 0.556 sec/batch)
2018-03-22 11:36:13.083364: step 410, loss = 3.27 (253.0 examples/sec; 0.506 sec/batch)
2018-03-22 11:36:18.205175: step 420, loss = 3.50 (249.9 examples/sec; 0.512 sec/batch)
2018-03-22 11:36:23.096115: step 430, loss = 3.36 (261.7 examples/sec; 0.489 sec/batch)
2018-03-22 11:36:27.678984: step 440, loss = 3.27 (279.3 examples/sec; 0.458 sec/batch)
2018-03-22 11:36:32.904662: step 450, loss = 3.42 (244.9 examples/sec; 0.523 sec/batch)
2018-03-22 11:36:38.135397: step 460, loss = 3.37 (244.7 examples/sec; 0.523 sec/batch)
2018-03-22 11:36:43.423418: step 470, loss = 3.24 (242.1 examples/sec; 0.529 sec/batch)
2018-03-22 11:36:48.331780: step 480, loss = 3.05 (260.8 examples/sec; 0.491 sec/batch)
2018-03-22 11:36:53.314464: step 490, loss = 3.14 (256.9 examples/sec; 0.498 sec/batch)
2018-03-22 11:36:58.443619: step 500, loss = 2.99 (249.6 examples/sec; 0.513 sec/batch)
2018-03-22 11:37:04.403546: step 510, loss = 3.06 (214.8 examples/sec; 0.596 sec/batch)
2018-03-22 11:37:09.480173: step 520, loss = 3.13 (252.1 examples/sec; 0.508 sec/batch)
2018-03-22 11:37:14.347317: step 530, loss = 3.11 (263.0 examples/sec; 0.487 sec/batch)
2018-03-22 11:37:19.915974: step 540, loss = 3.17 (229.9 examples/sec; 0.557 sec/batch)
2018-03-22 11:37:24.968423: step 550, loss = 3.13 (253.3 examples/sec; 0.505 sec/batch)
2018-03-22 11:37:30.075197: step 560, loss = 3.21 (250.6 examples/sec; 0.511 sec/batch)
2018-03-22 11:37:35.076350: step 570, loss = 3.10 (255.9 examples/sec; 0.500 sec/batch)
2018-03-22 11:37:40.779336: step 580, loss = 3.19 (224.4 examples/sec; 0.570 sec/batch)
2018-03-22 11:37:45.486266: step 590, loss = 3.21 (271.9 examples/sec; 0.471 sec/batch)
2018-03-22 11:37:50.959585: step 600, loss = 3.21 (233.9 examples/sec; 0.547 sec/batch)
2018-03-22 11:37:55.926396: step 610, loss = 3.04 (257.7 examples/sec; 0.497 sec/batch)
2018-03-22 11:38:01.644367: step 620, loss = 2.90 (223.9 examples/sec; 0.572 sec/batch)
2018-03-22 11:38:06.736361: step 630, loss = 2.83 (251.4 examples/sec; 0.509 sec/batch)
2018-03-22 11:38:11.889347: step 640, loss = 2.89 (248.4 examples/sec; 0.515 sec/batch)
2018-03-22 11:38:16.581703: step 650, loss = 2.85 (272.8 examples/sec; 0.469 sec/batch)
2018-03-22 11:38:22.162523: step 660, loss = 2.94 (229.4 examples/sec; 0.558 sec/batch)
2018-03-22 11:38:27.527412: step 670, loss = 2.83 (238.6 examples/sec; 0.536 sec/batch)
2018-03-22 11:38:32.381342: step 680, loss = 3.00 (263.7 examples/sec; 0.485 sec/batch)
2018-03-22 11:38:37.048397: step 690, loss = 2.67 (274.3 examples/sec; 0.467 sec/batch)
2018-03-22 11:38:42.367641: step 700, loss = 2.86 (240.6 examples/sec; 0.532 sec/batch)
2018-03-22 11:38:46.924157: step 710, loss = 2.76 (280.9 examples/sec; 0.456 sec/batch)
2018-03-22 11:38:51.446484: step 720, loss = 2.80 (283.0 examples/sec; 0.452 sec/batch)
2018-03-22 11:38:56.001429: step 730, loss = 2.81 (281.0 examples/sec; 0.455 sec/batch)
2018-03-22 11:39:02.034752: step 740, loss = 2.68 (212.2 examples/sec; 0.603 sec/batch)
2018-03-22 11:39:07.197145: step 750, loss = 2.63 (247.9 examples/sec; 0.516 sec/batch)
2018-03-22 11:39:12.543446: step 760, loss = 2.89 (239.4 examples/sec; 0.535 sec/batch)
2018-03-22 11:39:17.378392: step 770, loss = 2.78 (264.7 examples/sec; 0.483 sec/batch)
2018-03-22 11:39:22.334125: step 780, loss = 2.70 (258.3 examples/sec; 0.496 sec/batch)
2018-03-22 11:39:27.263499: step 790, loss = 2.58 (259.7 examples/sec; 0.493 sec/batch)
2018-03-22 11:39:32.544999: step 800, loss = 2.60 (242.4 examples/sec; 0.528 sec/batch)
2018-03-22 11:39:37.263286: step 810, loss = 2.68 (271.3 examples/sec; 0.472 sec/batch)
2018-03-22 11:39:42.636675: step 820, loss = 2.71 (238.2 examples/sec; 0.537 sec/batch)
2018-03-22 11:39:48.009339: step 830, loss = 2.56 (238.2 examples/sec; 0.537 sec/batch)
2018-03-22 11:39:53.733438: step 840, loss = 2.49 (223.6 examples/sec; 0.572 sec/batch)
2018-03-22 11:39:58.965406: step 850, loss = 2.63 (244.6 examples/sec; 0.523 sec/batch)
2018-03-22 11:40:04.029418: step 860, loss = 2.57 (252.8 examples/sec; 0.506 sec/batch)
2018-03-22 11:40:09.195630: step 870, loss = 2.72 (247.8 examples/sec; 0.517 sec/batch)
2018-03-22 11:40:14.490860: step 880, loss = 2.65 (241.7 examples/sec; 0.530 sec/batch)
2018-03-22 11:40:19.551388: step 890, loss = 2.40 (252.9 examples/sec; 0.506 sec/batch)
2018-03-22 11:40:24.945193: step 900, loss = 2.45 (237.3 examples/sec; 0.539 sec/batch)
2018-03-22 11:40:30.389380: step 910, loss = 2.47 (235.1 examples/sec; 0.544 sec/batch)
2018-03-22 11:40:35.306419: step 920, loss = 2.63 (260.3 examples/sec; 0.492 sec/batch)
2018-03-22 11:40:40.476370: step 930, loss = 2.57 (247.6 examples/sec; 0.517 sec/batch)
2018-03-22 11:40:45.567434: step 940, loss = 2.56 (251.4 examples/sec; 0.509 sec/batch)
2018-03-22 11:40:50.915535: step 950, loss = 2.46 (239.3 examples/sec; 0.535 sec/batch)
2018-03-22 11:40:55.832935: step 960, loss = 2.55 (260.3 examples/sec; 0.492 sec/batch)
2018-03-22 11:41:00.952136: step 970, loss = 2.48 (250.0 examples/sec; 0.512 sec/batch)
2018-03-22 11:41:06.172393: step 980, loss = 2.43 (245.2 examples/sec; 0.522 sec/batch)
2018-03-22 11:41:11.572082: step 990, loss = 2.43 (237.1 examples/sec; 0.540 sec/batch)
2018-03-22 11:41:17.105738: step 1000, loss = 2.61 (231.3 examples/sec; 0.553 sec/batch)
2018-03-22 11:41:22.291439: step 1010, loss = 2.18 (246.8 examples/sec; 0.519 sec/batch)
2018-03-22 11:41:27.427406: step 1020, loss = 2.61 (249.2 examples/sec; 0.514 sec/batch)
2018-03-22 11:41:32.496957: step 1030, loss = 2.39 (252.5 examples/sec; 0.507 sec/batch)
2018-03-22 11:41:37.505894: step 1040, loss = 2.41 (255.5 examples/sec; 0.501 sec/batch)
2018-03-22 11:41:42.804804: step 1050, loss = 2.19 (241.6 examples/sec; 0.530 sec/batch)
2018-03-22 11:41:48.119380: step 1060, loss = 2.48 (240.8 examples/sec; 0.531 sec/batch)
2018-03-22 11:41:53.397611: step 1070, loss = 2.21 (242.5 examples/sec; 0.528 sec/batch)
2018-03-22 11:41:58.850495: step 1080, loss = 2.24 (234.7 examples/sec; 0.545 sec/batch)
2018-03-22 11:42:03.762420: step 1090, loss = 2.21 (260.6 examples/sec; 0.491 sec/batch)
2018-03-22 11:42:08.953563: step 1100, loss = 2.42 (246.6 examples/sec; 0.519 sec/batch)
2018-03-22 11:42:14.394956: step 1110, loss = 2.27 (235.2 examples/sec; 0.544 sec/batch)
2018-03-22 11:42:19.914194: step 1120, loss = 2.30 (231.9 examples/sec; 0.552 sec/batch)
2018-03-22 11:42:24.586742: step 1130, loss = 2.40 (273.9 examples/sec; 0.467 sec/batch)
2018-03-22 11:42:29.116778: step 1140, loss = 2.44 (282.6 examples/sec; 0.453 sec/batch)
2018-03-22 11:42:33.663032: step 1150, loss = 2.10 (281.5 examples/sec; 0.455 sec/batch)
2018-03-22 11:42:38.555711: step 1160, loss = 2.55 (261.6 examples/sec; 0.489 sec/batch)
2018-03-22 11:42:43.663415: step 1170, loss = 2.48 (250.6 examples/sec; 0.511 sec/batch)
2018-03-22 11:42:48.496986: step 1180, loss = 2.41 (264.8 examples/sec; 0.483 sec/batch)
2018-03-22 11:42:53.287407: step 1190, loss = 2.30 (267.2 examples/sec; 0.479 sec/batch)
2018-03-22 11:42:58.950369: step 1200, loss = 2.23 (226.0 examples/sec; 0.566 sec/batch)
2018-03-22 11:43:04.425822: step 1210, loss = 2.12 (233.8 examples/sec; 0.548 sec/batch)
2018-03-22 11:43:09.106233: step 1220, loss = 2.24 (273.5 examples/sec; 0.468 sec/batch)
2018-03-22 11:43:13.587350: step 1230, loss = 2.43 (285.6 examples/sec; 0.448 sec/batch)
2018-03-22 11:43:19.234370: step 1240, loss = 2.10 (226.7 examples/sec; 0.565 sec/batch)
2018-03-22 11:43:24.149132: step 1250, loss = 2.29 (260.4 examples/sec; 0.491 sec/batch)
2018-03-22 11:43:30.033358: step 1260, loss = 2.13 (217.5 examples/sec; 0.588 sec/batch)
2018-03-22 11:43:35.437466: step 1270, loss = 2.09 (236.9 examples/sec; 0.540 sec/batch)
2018-03-22 11:43:40.278321: step 1280, loss = 2.23 (264.4 examples/sec; 0.484 sec/batch)
2018-03-22 11:43:45.443288: step 1290, loss = 2.21 (247.8 examples/sec; 0.516 sec/batch)
2018-03-22 11:43:51.265775: step 1300, loss = 2.19 (219.8 examples/sec; 0.582 sec/batch)
2018-03-22 11:43:56.264590: step 1310, loss = 2.15 (256.1 examples/sec; 0.500 sec/batch)
2018-03-22 11:44:01.714110: step 1320, loss = 2.03 (234.9 examples/sec; 0.545 sec/batch)
2018-03-22 11:44:06.928056: step 1330, loss = 2.12 (245.5 examples/sec; 0.521 sec/batch)
2018-03-22 11:44:11.790407: step 1340, loss = 2.29 (263.2 examples/sec; 0.486 sec/batch)
2018-03-22 11:44:17.069396: step 1350, loss = 1.93 (242.5 examples/sec; 0.528 sec/batch)
2018-03-22 11:44:22.012197: step 1360, loss = 2.39 (259.0 examples/sec; 0.494 sec/batch)
2018-03-22 11:44:27.465401: step 1370, loss = 2.17 (234.7 examples/sec; 0.545 sec/batch)
2018-03-22 11:44:32.621477: step 1380, loss = 2.01 (248.3 examples/sec; 0.516 sec/batch)
2018-03-22 11:44:37.515421: step 1390, loss = 2.07 (261.5 examples/sec; 0.489 sec/batch)
2018-03-22 11:44:42.590934: step 1400, loss = 2.16 (252.2 examples/sec; 0.508 sec/batch)
2018-03-22 11:44:47.467338: step 1410, loss = 1.82 (262.5 examples/sec; 0.488 sec/batch)
2018-03-22 11:44:52.557364: step 1420, loss = 1.95 (251.5 examples/sec; 0.509 sec/batch)
2018-03-22 11:44:57.320306: step 1430, loss = 1.96 (268.7 examples/sec; 0.476 sec/batch)
2018-03-22 11:45:02.140562: step 1440, loss = 1.95 (265.5 examples/sec; 0.482 sec/batch)
2018-03-22 11:45:07.041420: step 1450, loss = 2.09 (261.2 examples/sec; 0.490 sec/batch)
2018-03-22 11:45:12.111119: step 1460, loss = 1.97 (252.5 examples/sec; 0.507 sec/batch)
2018-03-22 11:45:16.859993: step 1470, loss = 1.96 (269.5 examples/sec; 0.475 sec/batch)
2018-03-22 11:45:22.141360: step 1480, loss = 1.84 (242.4 examples/sec; 0.528 sec/batch)
2018-03-22 11:45:27.258370: step 1490, loss = 2.10 (250.1 examples/sec; 0.512 sec/batch)
2018-03-22 11:45:32.789142: step 1500, loss = 1.98 (231.4 examples/sec; 0.553 sec/batch)
2018-03-22 11:45:38.250505: step 1510, loss = 1.84 (234.4 examples/sec; 0.546 sec/batch)
2018-03-22 11:45:43.411415: step 1520, loss = 2.00 (248.0 examples/sec; 0.516 sec/batch)
2018-03-22 11:45:48.067384: step 1530, loss = 1.90 (274.9 examples/sec; 0.466 sec/batch)
2018-03-22 11:45:53.116222: step 1540, loss = 2.02 (253.5 examples/sec; 0.505 sec/batch)
2018-03-22 11:45:58.252805: step 1550, loss = 1.96 (249.2 examples/sec; 0.514 sec/batch)
2018-03-22 11:46:03.598068: step 1560, loss = 1.99 (239.5 examples/sec; 0.535 sec/batch)
2018-03-22 11:46:08.927513: step 1570, loss = 1.96 (240.2 examples/sec; 0.533 sec/batch)
2018-03-22 11:46:13.645461: step 1580, loss = 1.75 (271.3 examples/sec; 0.472 sec/batch)
2018-03-22 11:46:18.409724: step 1590, loss = 2.04 (268.7 examples/sec; 0.476 sec/batch)
2018-03-22 11:46:23.309834: step 1600, loss = 1.85 (261.2 examples/sec; 0.490 sec/batch)
2018-03-22 11:46:27.862312: step 1610, loss = 1.71 (281.2 examples/sec; 0.455 sec/batch)
2018-03-22 11:46:32.907456: step 1620, loss = 1.85 (253.7 examples/sec; 0.505 sec/batch)
2018-03-22 11:46:38.108296: step 1630, loss = 1.85 (246.1 examples/sec; 0.520 sec/batch)
2018-03-22 11:46:42.847430: step 1640, loss = 1.67 (270.1 examples/sec; 0.474 sec/batch)
2018-03-22 11:46:47.975388: step 1650, loss = 1.89 (249.6 examples/sec; 0.513 sec/batch)
2018-03-22 11:46:52.978136: step 1660, loss = 1.84 (255.9 examples/sec; 0.500 sec/batch)
2018-03-22 11:46:57.916433: step 1670, loss = 1.87 (259.2 examples/sec; 0.494 sec/batch)
2018-03-22 11:47:02.998356: step 1680, loss = 1.98 (251.9 examples/sec; 0.508 sec/batch)
2018-03-22 11:47:07.910431: step 1690, loss = 1.85 (260.6 examples/sec; 0.491 sec/batch)
2018-03-22 11:47:13.125833: step 1700, loss = 1.83 (245.4 examples/sec; 0.522 sec/batch)
2018-03-22 11:47:18.351324: step 1710, loss = 1.81 (245.0 examples/sec; 0.523 sec/batch)
2018-03-22 11:47:23.851304: step 1720, loss = 1.99 (232.7 examples/sec; 0.550 sec/batch)
2018-03-22 11:47:29.149405: step 1730, loss = 1.72 (241.6 examples/sec; 0.530 sec/batch)
2018-03-22 11:47:34.197426: step 1740, loss = 1.89 (253.6 examples/sec; 0.505 sec/batch)
2018-03-22 11:47:39.190671: step 1750, loss = 1.82 (256.5 examples/sec; 0.499 sec/batch)
2018-03-22 11:47:44.741141: step 1760, loss = 1.73 (230.5 examples/sec; 0.555 sec/batch)
2018-03-22 11:47:50.015004: step 1770, loss = 1.68 (242.7 examples/sec; 0.527 sec/batch)
2018-03-22 11:47:55.235464: step 1780, loss = 1.58 (245.2 examples/sec; 0.522 sec/batch)
2018-03-22 11:48:00.458323: step 1790, loss = 1.67 (245.1 examples/sec; 0.522 sec/batch)
2018-03-22 11:48:05.306225: step 1800, loss = 1.83 (264.0 examples/sec; 0.485 sec/batch)
2018-03-22 11:48:10.540070: step 1810, loss = 1.71 (244.6 examples/sec; 0.523 sec/batch)
2018-03-22 11:48:15.246398: step 1820, loss = 1.96 (272.0 examples/sec; 0.471 sec/batch)
2018-03-22 11:48:20.800456: step 1830, loss = 1.66 (230.5 examples/sec; 0.555 sec/batch)
2018-03-22 11:48:26.321484: step 1840, loss = 1.66 (231.8 examples/sec; 0.552 sec/batch)
2018-03-22 11:48:31.572471: step 1850, loss = 1.91 (243.8 examples/sec; 0.525 sec/batch)
2018-03-22 11:48:36.338431: step 1860, loss = 1.62 (268.6 examples/sec; 0.477 sec/batch)
2018-03-22 11:48:41.278372: step 1870, loss = 1.64 (259.1 examples/sec; 0.494 sec/batch)
2018-03-22 11:48:46.781443: step 1880, loss = 1.61 (232.6 examples/sec; 0.550 sec/batch)
2018-03-22 11:48:52.045433: step 1890, loss = 1.57 (243.2 examples/sec; 0.526 sec/batch)
2018-03-22 11:48:57.864650: step 1900, loss = 1.67 (220.0 examples/sec; 0.582 sec/batch)
2018-03-22 11:49:02.889897: step 1910, loss = 1.92 (254.7 examples/sec; 0.503 sec/batch)
2018-03-22 11:49:07.764443: step 1920, loss = 1.57 (262.6 examples/sec; 0.487 sec/batch)
2018-03-22 11:49:12.736672: step 1930, loss = 1.68 (257.4 examples/sec; 0.497 sec/batch)
2018-03-22 11:49:17.848448: step 1940, loss = 1.69 (250.4 examples/sec; 0.511 sec/batch)
2018-03-22 11:49:23.601383: step 1950, loss = 1.72 (222.5 examples/sec; 0.575 sec/batch)
2018-03-22 11:49:28.451929: step 1960, loss = 1.61 (263.9 examples/sec; 0.485 sec/batch)
2018-03-22 11:49:34.012972: step 1970, loss = 1.67 (230.2 examples/sec; 0.556 sec/batch)
2018-03-22 11:49:39.272240: step 1980, loss = 1.76 (243.4 examples/sec; 0.526 sec/batch)
2018-03-22 11:49:44.735821: step 1990, loss = 1.77 (234.3 examples/sec; 0.546 sec/batch)
2018-03-22 11:49:49.618508: step 2000, loss = 1.66 (262.2 examples/sec; 0.488 sec/batch)
2018-03-22 11:49:54.613464: step 2010, loss = 1.64 (256.3 examples/sec; 0.499 sec/batch)
2018-03-22 11:49:59.776401: step 2020, loss = 1.75 (247.9 examples/sec; 0.516 sec/batch)
2018-03-22 11:50:04.680911: step 2030, loss = 1.60 (261.0 examples/sec; 0.490 sec/batch)
2018-03-22 11:50:08.898210: step 2040, loss = 1.65 (303.5 examples/sec; 0.422 sec/batch)
2018-03-22 11:50:13.290852: step 2050, loss = 1.50 (291.4 examples/sec; 0.439 sec/batch)
2018-03-22 11:50:18.459311: step 2060, loss = 1.50 (247.7 examples/sec; 0.517 sec/batch)
2018-03-22 11:50:24.004428: step 2070, loss = 1.54 (230.8 examples/sec; 0.555 sec/batch)
2018-03-22 11:50:29.036458: step 2080, loss = 1.42 (254.4 examples/sec; 0.503 sec/batch)
2018-03-22 11:50:33.951111: step 2090, loss = 1.59 (260.4 examples/sec; 0.491 sec/batch)
2018-03-22 11:50:39.404328: step 2100, loss = 1.46 (234.7 examples/sec; 0.545 sec/batch)
2018-03-22 11:50:44.762684: step 2110, loss = 1.65 (238.9 examples/sec; 0.536 sec/batch)
2018-03-22 11:50:50.228306: step 2120, loss = 1.73 (234.2 examples/sec; 0.547 sec/batch)
2018-03-22 11:50:54.801522: step 2130, loss = 1.63 (279.9 examples/sec; 0.457 sec/batch)
2018-03-22 11:51:00.238946: step 2140, loss = 1.62 (235.4 examples/sec; 0.544 sec/batch)
2018-03-22 11:51:05.695708: step 2150, loss = 1.59 (234.6 examples/sec; 0.546 sec/batch)
2018-03-22 11:51:10.583377: step 2160, loss = 1.48 (261.9 examples/sec; 0.489 sec/batch)
2018-03-22 11:51:15.237400: step 2170, loss = 1.54 (275.0 examples/sec; 0.465 sec/batch)
2018-03-22 11:51:20.518368: step 2180, loss = 1.39 (242.4 examples/sec; 0.528 sec/batch)
2018-03-22 11:51:25.798439: step 2190, loss = 1.66 (242.4 examples/sec; 0.528 sec/batch)
2018-03-22 11:51:30.995052: step 2200, loss = 1.56 (246.3 examples/sec; 0.520 sec/batch)
2018-03-22 11:51:35.665369: step 2210, loss = 1.51 (274.1 examples/sec; 0.467 sec/batch)
2018-03-22 11:51:40.717830: step 2220, loss = 1.56 (253.3 examples/sec; 0.505 sec/batch)
2018-03-22 11:51:45.949380: step 2230, loss = 1.49 (244.7 examples/sec; 0.523 sec/batch)
2018-03-22 11:51:51.790419: step 2240, loss = 1.50 (219.1 examples/sec; 0.584 sec/batch)
2018-03-22 11:51:57.050707: step 2250, loss = 1.51 (243.3 examples/sec; 0.526 sec/batch)
2018-03-22 11:52:01.783360: step 2260, loss = 1.51 (270.5 examples/sec; 0.473 sec/batch)
2018-03-22 11:52:06.361881: step 2270, loss = 1.54 (279.6 examples/sec; 0.458 sec/batch)
2018-03-22 11:52:11.826402: step 2280, loss = 1.53 (234.2 examples/sec; 0.546 sec/batch)
2018-03-22 11:52:17.073325: step 2290, loss = 1.34 (244.0 examples/sec; 0.525 sec/batch)
2018-03-22 11:52:22.234164: step 2300, loss = 1.51 (248.0 examples/sec; 0.516 sec/batch)
2018-03-22 11:52:27.287112: step 2310, loss = 1.59 (253.3 examples/sec; 0.505 sec/batch)
2018-03-22 11:52:33.178784: step 2320, loss = 1.71 (217.3 examples/sec; 0.589 sec/batch)
2018-03-22 11:52:38.711723: step 2330, loss = 1.44 (231.3 examples/sec; 0.553 sec/batch)
2018-03-22 11:52:43.561379: step 2340, loss = 1.60 (263.9 examples/sec; 0.485 sec/batch)
2018-03-22 11:52:49.080434: step 2350, loss = 1.62 (231.9 examples/sec; 0.552 sec/batch)
2018-03-22 11:52:54.557661: step 2360, loss = 1.66 (233.7 examples/sec; 0.548 sec/batch)
2018-03-22 11:52:59.654368: step 2370, loss = 1.46 (251.1 examples/sec; 0.510 sec/batch)
2018-03-22 11:53:04.642387: step 2380, loss = 1.47 (256.6 examples/sec; 0.499 sec/batch)
2018-03-22 11:53:09.703408: step 2390, loss = 1.48 (252.9 examples/sec; 0.506 sec/batch)
2018-03-22 11:53:15.243957: step 2400, loss = 1.46 (231.0 examples/sec; 0.554 sec/batch)
2018-03-22 11:53:20.039351: step 2410, loss = 1.51 (266.9 examples/sec; 0.480 sec/batch)
2018-03-22 11:53:24.502935: step 2420, loss = 1.65 (286.8 examples/sec; 0.446 sec/batch)
2018-03-22 11:53:29.530408: step 2430, loss = 1.43 (254.6 examples/sec; 0.503 sec/batch)
2018-03-22 11:53:34.530424: step 2440, loss = 1.47 (256.0 examples/sec; 0.500 sec/batch)
2018-03-22 11:53:39.214639: step 2450, loss = 1.39 (273.3 examples/sec; 0.468 sec/batch)
2018-03-22 11:53:43.699566: step 2460, loss = 1.40 (285.4 examples/sec; 0.448 sec/batch)
2018-03-22 11:53:48.195355: step 2470, loss = 1.42 (284.7 examples/sec; 0.450 sec/batch)
2018-03-22 11:53:53.493358: step 2480, loss = 1.49 (241.6 examples/sec; 0.530 sec/batch)
2018-03-22 11:53:57.746957: step 2490, loss = 1.52 (300.9 examples/sec; 0.425 sec/batch)
2018-03-22 11:54:02.789297: step 2500, loss = 1.44 (253.9 examples/sec; 0.504 sec/batch)
2018-03-22 11:54:08.225438: step 2510, loss = 1.56 (235.5 examples/sec; 0.544 sec/batch)
2018-03-22 11:54:14.060406: step 2520, loss = 1.40 (219.4 examples/sec; 0.583 sec/batch)
2018-03-22 11:54:18.879369: step 2530, loss = 1.49 (265.6 examples/sec; 0.482 sec/batch)
2018-03-22 11:54:23.449369: step 2540, loss = 1.40 (280.1 examples/sec; 0.457 sec/batch)
2018-03-22 11:54:28.166496: step 2550, loss = 1.40 (271.4 examples/sec; 0.472 sec/batch)
2018-03-22 11:54:33.320402: step 2560, loss = 1.39 (248.4 examples/sec; 0.515 sec/batch)
2018-03-22 11:54:38.274414: step 2570, loss = 1.51 (258.4 examples/sec; 0.495 sec/batch)
2018-03-22 11:54:43.596349: step 2580, loss = 1.37 (240.5 examples/sec; 0.532 sec/batch)
2018-03-22 11:54:48.859410: step 2590, loss = 1.44 (243.2 examples/sec; 0.526 sec/batch)
2018-03-22 11:54:54.330343: step 2600, loss = 1.50 (234.0 examples/sec; 0.547 sec/batch)
2018-03-22 11:54:59.138409: step 2610, loss = 1.57 (266.2 examples/sec; 0.481 sec/batch)
2018-03-22 11:55:04.422414: step 2620, loss = 1.31 (242.2 examples/sec; 0.528 sec/batch)
